product_id,product_name,category,subcategory,brand,seller_id,list_price,unit_cost
P00566,Chai Point Tea 950g,Grocery,Beverages,Chai Point,S0117,1349,1057
P00567,Daal Mandi Atta 10kg,Grocery,Staples,Daal Mandi,S0128,3199,2594
P00568,Kheti Fresh Atta 10kg,grocery,Staples,Kheti Fresh,S0119,899,710
P00569,Kheti Fresh Cooking Oil 5L,Grocery,Staples,Kheti Fresh,S0125,1699,1265
P00570,Kheti Fresh Cooking Oil 5L,Grocery,Staples,Kheti Fresh,S0116,699,493
P00571,Kheti Fresh Cooking Oil 5L,Grocery,Staples,Kheti Fresh,S0118,1749,1446
P00572,Daal Mandi Green Tea 50 Bags,Grocery,Beverages,Daal Mandi,S0123,399,307
P00573,Kheti Fresh Basmati Rice 5kg,Grocery,Staples,Kheti Fresh,S0121,1099,916
P00574,Chai Point Tea 950g,Grocery,Beverages,Chai Point,S0126,899,732
P00575,Chai Point Atta 10kg,Grocery,Staples,Chai Point,S0123,799,639
P00576,Chai Point Tea 950g,Grocery,Beverages,Chai Point,S0122,899,672
P00577,Kheti Fresh Atta 10kg,grocery,Staples,Kheti Fresh,S0122,1849,1380
P00578,Chai Point Green Tea 50 Bags,Grocery,Beverages,Chai Point,S0125,949,808
P00579,Daal Mandi Tea 950g,Grocery,Beverages,Daal Mandi,S0123,1099,820
P00580,Chai Point Atta 10kg,Grocery,Staples,Chai Point,S0121,799,636
P00581,Kheti Fresh Atta 10kg,Grocery,Staples,Kheti Fresh,S0119,2299,1643
P00582,Kheti Fresh Green Tea 50 Bags,Grocery,Beverages,Kheti Fresh,S0122,299,254
P00583,Chai Point Basmati Rice 5kg,Grocery,Staples,Chai Point,S0120,1449,1123
P00584,Kheti Fresh Juice Pack,Grocery,Beverages,Kheti Fresh,S0121,449,385
P00585,Chai Point Basmati Rice 5kg,Grocery,Staples,Chai Point,S0121,449,345
P00586,Chai Point Atta 10kg,Grocery,Staples,Chai Point,S0126,2899,2476
P00587,Kheti Fresh Atta 10kg,Grocery,Staples,Kheti Fresh,S0116,3399,2521
P00588,Chai Point Juice Pack,Grocery,Beverages,Chai Point,S0117,999,845
P00589,Daal Mandi Juice Pack,Grocery,Beverages,Daal Mandi,S0124,499,365
P00590,Chai Point Basmati Rice 5kg,Grocery,Staples,Chai Point,S0118,2399,1824
P00591,Chai Point Tea 950g,Grocery,Beverages,Chai Point,S0125,1299,1078
P00592,Kheti Fresh Green Tea 50 Bags,Grocery,Beverages,Kheti Fresh,S0123,699,534
P00593,Kheti Fresh Cooking Oil 5L,Grocery,Staples,Kheti Fresh,S0120,1299,999
P00594,Chai Point Green Tea 50 Bags,Grocery,Beverages,Chai Point,S0119,1399,1027
P00595,Kheti Fresh Green Tea 50 Bags,Grocery,Beverages,Kheti Fresh,S0123,799,674
P00596,Chai Point Atta 10kg,Grocery,Staples,Chai Point,S0123,1499,1169
P00597,Kheti Fresh Cooking Oil 5L,Grocery,Staples,Kheti Fresh,S0119,899,644
P00598,Chai Point Basmati Rice 5kg,Grocery,Staples,Chai Point,S0117,649,474
P00599,Kheti Fresh Juice Pack,Grocery,Beverages,Kheti Fresh,S0128,449,336
P00600,Nanha Building Blocks,Baby & Toys,Toys,Nanha,S0136,1049,521
P00601,Nanha RC Car,Baby & Toys,Toys,Nanha,S0135,2299,1319
P00602,Nanha Diapers Jumbo Pack,Baby & Toys,Baby Care,Nanha,S0133,4499,2318
P00603,Nanha Diapers Jumbo Pack,Baby & Toys,Baby Care,Nanha,S0133,1099,576
P00604,Nanha Building Blocks,Baby & Toys,Toys,Nanha,S0134,6099,3387
P00605,Nanha Building Blocks,Baby & Toys,Toys,Nanha,S0137,2299,1194
P00606,Nanha Educational Puzzle,Baby & Toys,Toys,Nanha,S0133,1699,1018
P00607,Khilona Lab Baby Wipes Pack,Baby & Toys,Baby Care,Khilona Lab,S0134,2999,1653
P00608,Nanha Baby Wipes Pack,Baby & Toys,Baby Care,Nanha,S0131,2899,1560
P00609,Nanha RC Car,Baby & Toys,Toys,Nanha,S0134,5099,2772
P00610,Khilona Lab Educational Puzzle,Baby & Toys,Toys,Khilona Lab,S0135,1199,628
P00611,Nanha RC Car,Baby & Toys,Toys,Nanha,S0132,1549,929
P00612,Khilona Lab Baby Wipes Pack,Baby & Toys,Baby Care,Khilona Lab,S0133,2399,1412
P00613,Nanha Baby Wipes Pack,Baby & Toys,Baby Care,Nanha,S0130,5499,3307
P00614,Khilona Lab RC Car,Baby & Toys,Toys,Khilona Lab,S0133,1249,727
P00615,Nanha Educational Puzzle,Baby & Toys,Toys,Nanha,S0136,3699,1991
P00616,Khilona Lab Diapers Jumbo Pack,Baby and Toys,Baby Care,Khilona Lab,S0137,1849,998
P00617,Khilona Lab Diapers Jumbo Pack,Baby & Toys,Baby Care,Khilona Lab,S0130,2499,1339
P00618,Nanha Diapers Jumbo Pack,Baby & Toys,Baby Care,Nanha,S0130,3499,2087
P00619,Khilona Lab Diapers Jumbo Pack,Baby & Toys,Baby Care,Khilona Lab,S0131,2799,1417
P00620,Khilona Lab Building Blocks,Baby & Toys,Toys,Khilona Lab,S0133,4999,2652
P00621,Khilona Lab Feeding Bottle Set,Baby & Toys,Baby Care,Khilona Lab,S0132,2799,1476
P00622,Khilona Lab Building Blocks,Baby & Toys,Toys,Khilona Lab,S0133,2799,1415
P00623,Khilona Lab Educational Puzzle,Baby & Toys,Toys,Khilona Lab,S0134,3999,2121
P00624,Khilona Lab RC Car,Baby & Toys,Toys,Khilona Lab,S0134,4399,2307
P00625,Khilona Lab Building Blocks,Baby & Toys,Toys,Khilona Lab,S0137,5299,3177
P00626,Khilona Lab RC Car,Baby & Toys,Toys,Khilona Lab,S0133,5599,2865
P00627,Khilona Lab Feeding Bottle Set,Baby & Toys,Baby Care,Khilona Lab,S0134,2099,1208
P00628,Khilona Lab RC Car,Baby & Toys,Toys,Khilona Lab,S0131,2199,1093
P00629,Khilona Lab Feeding Bottle Set,Baby & Toys,Baby Care,Khilona Lab,S0136,4499,2420
P00630,Khilona Lab Baby Wipes Pack,Baby & Toys,Baby Care,Khilona Lab,S0130,849,444
P00631,Nanha Baby Wipes Pack,Baby & Toys,Baby Care,Nanha,S0136,3199,1671
P00632,Khilona Lab Baby Wipes Pack,Baby & Toys,Baby Care,Khilona Lab,S0133,1949,966
P00633,Khilona Lab Baby Wipes Pack,Baby & Toys,Baby Care,Khilona Lab,S0135,899,497
P00634,Nanha RC Car,Baby & Toys,Toys,Nanha,S0132,5299,2768
P00635,Nanha RC Car,Baby & Toys,Toys,Nanha,S0133,2099,1261
P00636,Khilona Lab Diapers Jumbo Pack,Baby & Toys,Baby Care,Khilona Lab,S0132,5899,3281
P00637,Khilona Lab Baby Wipes Pack,Baby & Toys,Baby Care,Khilona Lab,S0137,5799,3333
